,ID,Job,Jobs_Group,Profile,Remote,Company,State,ExpenditurePerCapita,Low_Salary,High_Salary,Mean_Salary,Education_level,Skills1,Skills2,Skills3,Skills4,Skills5,Skills6,Skills7,Skills8,Skills9,Skills10,Skills11,Skills12,Skills13,Skills14,Skills15,Skills16,Skills17,Skills18,Skills19,Skills20,Skills21,Skills22
42654,job_6f6e7bad0169f277,Test Data Management Analyst,Data Analyst,Junior,On_Site,State of Florida,Florida,46837,92000,101200,96600,Not specified,,,,,,,,,,,,,,,,,,,,,,
42656,job_ba1881c763afd610,Data Analyst,Data Analyst,Junior,On_Site,Wilbur-Ellis Company LLC,California,46181,71900,95900,83900,Bachelor,Excel,SQL,Bachelor,Python,R,,,,,,,,,,,,,,,,,
42658,job_3d09b8ae229278ee,Data Analyst,Data Analyst,Junior,Remote,Intuitive,California,46181,82800,101200,92000,Bachelor,Tableau,SQL,Power BI,Bachelor,SAP,ERP,,,,,,,,,,,,,,,,
42669,job_a45c3eb9b63245d2,Data Analyst,Data Analyst,Junior,Remote,Healthy Community Initiative,Minnesota,46604,65000,70000,67500,Bachelor,Tableau,Salesforce,SQL,Bachelor,,,,,,,,,,,,,,,,,,
42674,job_6ab969d631ee654d,Data Analyst,Data Analyst,Junior,Hybrid,Glacier Bancorp,Arizona,43239,42890.4,42890.4,42890.4,Not specified,Office,,,,,,,,,,,,,,,,,,,,,
42686,job_e2eb11d4b0ab6b59,CX Intelligence Analyst,Data Analyst,Junior,Hybrid,Southwest Airlines,Texas,43376,76500,85000,80750,Not specified,Tableau,R,English,SQL,,,,,,,,,,,,,,,,,,
42692,job_f15b821c80d749a3,Data Analyst,Data Analyst,Junior,On_Site,Formac Inc,California,46181,44160,47840,46000,Bachelor,SAP,Bachelor,,,,,,,,,,,,,,,,,,,,
42693,job_6b24aa5ed8c979b1,Data Analyst,Data Analyst,Junior,On_Site,TECHPROJECTS,Texas,43376,45000,55000,50000,Not specified,Oracle,SSIS,SSRS,SQL,,,,,,,,,,,,,,,,,,
42696,job_25afd2c0f124b166,Data Analyst,Data Analyst,Junior,On_Site,COMTEC,California,46181,38640,47840,43240,Not specified,French,,,,,,,,,,,,,,,,,,,,,
42697,job_0b231c7a43a5169a,Data Analyst,Data Analyst,Junior,On_Site,infosoft,Florida,46837,58880,68080,63480,Not specified,,,,,,,,,,,,,,,,,,,,,,
42711,job_92f9b9b52e18ba03,Data Analyst,Data Analyst,Junior,Remote,Upen Group Inc,Texas,43376,40000,63726,51863,Not specified,Python,SQL,,,,,,,,,,,,,,,,,,,,
42712,job_f9b1af46b3b4dc9a,Data Control Analyst (Remote),Data Analyst,Junior,Remote,TruStage,Wisconsin,46009,58400,87600,73000,Bachelor,Excel,Access,Word,Office,SQL,Bachelor,PowerPoint,,,,,,,,,,,,,,,
42713,job_708db985349f5e22,Data Analyst,Data Analyst,Junior,On_Site,Johns Hopkins University,Maryland,43229,44850,78360,61605,Bachelor,German,Office,Bachelor,,,,,,,,,,,,,,,,,,,
42729,job_116ae122128e943d,Data Analyst,Data Analyst,Junior,On_Site,University of New Mexico,New Mexico,41047,29440,31280,30360,Not specified,Office,SQL,Python,R,VBA,,,,,,,,,,,,,,,,,
42766,job_31ae86f08282ec4c,Data Analyst,Data Analyst,Junior,On_Site,Deputy Mayor for Education,District Of Columbia,65469,80783,103333,92058,Not specified,Office,,,,,,,,,,,,,,,,,,,,,
42787,job_06d7d73ffdb521b0,Data Analyst,Data Analyst,Junior,On_Site,Iowa Western Community College,Iowa,44300,50000,55000,52500,Master,Excel,Access,Tableau,Office,SQL,Power BI,Bachelor,Master,,,,,,,,,,,,,,
42801,job_6e94220d74e70822,Data Analyst,Data Analyst,Junior,Hybrid,TEXAS WATER DEVELOPMENT BOARD,Texas,43376,47412,71400,59406,Not specified,Excel,Access,Word,Office,Python,,,,,,,,,,,,,,,,,
42808,job_c519c805005d6429,Data Analyst,Data Analyst,Junior,Hybrid,Texas Comptroller of Public Accounts,Texas,43376,47412,71400,59406,Not specified,Excel,Access,Word,Office,Python,,,,,,,,,,,,,,,,,
42832,job_88c5c9b357aefec2,Data Insight Analyst 1 - 1494,Data Analyst,Junior,On_Site,infosoft,California,46181,60720,70398.4,65559.2,Bachelor,Tableau,SQL,Power BI,Bachelor,ERP,,,,,,,,,,,,,,,,,
42838,job_2c5fc0774c8e9884,Data Analyst,Data Analyst,Junior,Hybrid,Ateeca Inc,California,46181,88320,92000,90160,Bachelor,Tableau,SQL,Power BI,Bachelor,Python,SAP,ERP,,,,,,,,,,,,,,,
42847,job_7e52771a253bcfd3,Data Analyst,Data Analyst,Junior,Remote,Intuitive,California,46181,27600,92000,59800,Bachelor,Tableau,SQL,Power BI,Bachelor,Python,SAP,ERP,,,,,,,,,,,,,,,
42850,job_fffa353dc437bce3,Data Analyst,Data Analyst,Junior,On_Site,Dutech Systems,Texas,43376,92000,101200,96600,Not specified,Tableau,SQL,Python,R,Oracle,,,,,,,,,,,,,,,,,
42858,job_69ede0f9518e5ba1,Editorial & Data Research Assistant,Data Analyst,Junior,Remote,"The Waterways Journal, Inc.",Missouri,45976,47000,52000,49500,Bachelor,English,Office,Bachelor,,,,,,,,,,,,,,,,,,,
42897,job_e87b1cff8db3f9d7,Data Analyst,Data Analyst,Junior,On_Site,Hanker System's Inc.,Indiana,43717,55200,60720,57960,Bachelor,Excel,Tableau,SQL,Bachelor,,,,,,,,,,,,,,,,,,
42899,job_d1edb15ba429a703,Data Analyst,Data Analyst,Junior,Remote,GS1 Consulting,Indiana,43717,55200,61750.4,58475.2,Bachelor,Excel,Tableau,Bachelor,,,,,,,,,,,,,,,,,,,
42906,job_f3d4ee9fd6e71459,Associate Data Management Analyst - (Hybrid),Data Analyst,Junior,Hybrid,Metropolitan Council,Minnesota,46604,62192,70595,66393.5,Not specified,,,,,,,,,,,,,,,,,,,,,,
42915,job_55ef8dd85a39472d,Statistical Programmer Analyst,Statistician/Mathemathics,Junior,Remote,Johns Hopkins University,Maryland,43229,53300,93500,73400,Master,Office,Bachelor,R,German,SAP,Master,,,,,,,,,,,,,,,,
42919,job_11cbf04fce8628a8,Data and Policy Analyst - Writer/Coordinator,Data Analyst,Junior,On_Site,"Acumen, LLC",District Of Columbia,65469,50000,110000,80000,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
42920,job_6230c36d2bffde94,All-Source Acquisition Intelligence Analyst,Data Analyst,Junior,Remote,Booz Allen Hamilton,Ohio,45013,58300,133000,95650,Bachelor,Python,Tableau,SQL,Bachelor,,,,,,,,,,,,,,,,,,
42922,job_2fac59c6fe1b462e,Data and Policy Analyst- Data Processing Programmer,Data Analyst,Junior,On_Site,"Acumen, LLC",Georgia,42629,50000,110000,80000,Master,SQL,Bachelor,Python,R,Master,,,,,,,,,,,,,,,,,
42931,job_66ba252e1829dad4,System Analyst/Developer Student Data Support,Data Analyst,Junior,On_Site,Omaha Public Schools,Nebraska,47520,80718,80718,80718,Bachelor,Tableau,Office,SQL,Bachelor,SSIS,SSRS,,,,,,,,,,,,,,,,
42941,job_8cfc7c4fdbe82ef6,Data Analyst,Data Analyst,Junior,On_Site,Consejo Counseling and Referral Service,Washington,44377,65000,85000,75000,Bachelor,Spanish,CPA,Office,Bachelor,,,,,,,,,,,,,,,,,,
42952,job_a0a07ae199eb405f,Data Analyst,Data Analyst,Junior,On_Site,City of Chicago Inspector General's Office,Illinois,46247,84000,115524,99762,Bachelor,Tableau,Office,SQL,Bachelor,Python,R,Oracle,HTML,,,,,,,,,,,,,,
42956,job_b9cb0329dc557e13,Data Analyst,Data Analyst,Junior,Remote,Thurston County,Washington,44377,58488,77784,68136,Bachelor,Tableau,Bachelor,,,,,,,,,,,,,,,,,,,,
42958,job_8a8e8ecb1420f074,"Analyst, Analytics - Compliance Department",Data Analyst,Junior,Hybrid,Sumitomo Mitsui Banking Corporation,New York,46909,69000,81000,75000,Not specified,Excel,PowerPoint,Office,Tableau,,,,,,,,,,,,,,,,,,
42962,job_e08f8d0be01600df,Data Analyst,Data Analyst,Junior,On_Site,New York University,New York,46909,76500,93500,85000,Bachelor,Tableau,Salesforce,Office,Bachelor,,,,,,,,,,,,,,,,,,
42986,job_7e464445012326bd,Programmer Analyst - Office of Data Governance,Data Analyst,Junior,On_Site,Gwinnett County Public Schools,Georgia,42629,66667,66667,66667,Bachelor,Office,SQL,Java,Bachelor,SSRS,,,,,,,,,,,,,,,,,
42995,job_86238d3966c949cc,"Analyst, Data Intelligence",Data Analyst,Junior,On_Site,Formerly Known As,New York,46909,52500,83500,68000,Not specified,Excel,SQL,,,,,,,,,,,,,,,,,,,,
43001,job_f0ef7fbb3a4609bc,Data Analyst,Data Analyst,Junior,Remote,Upen Group Inc,Texas,43376,40000,63726,51863,Not specified,Python,SQL,,,,,,,,,,,,,,,,,,,,
43007,job_fce85e26faa42e8e,Data Analyst,Data Analyst,Junior,Hybrid,Telecare Corporation,California,46181,31832,44914.4,38373.2,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
43018,job_1bc4831e5b368e5d,Data Analyst,Data Analyst,Junior,On_Site,Montefiore Medical Center,New York,46909,73000,80000,76500,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
43019,job_f0018023e3bdbd28,Data Analyst,Data Analyst,Junior,On_Site,CBRE,California,46181,104000,104000,104000,Bachelor,Excel,Office,Bachelor,,,,,,,,,,,,,,,,,,,
43020,job_f261040ec1d82033,Data Analyst,Data Analyst,Junior,Remote,Recidiviz,New York,46909,80000,80000,80000,Bachelor,Tableau,Google Cloud,SQL,Bachelor,Python,Looker,Jupyter,Pandas,,,,,,,,,,,,,,
43023,job_48618db7f12002db,Data Analyst,Data Analyst,Junior,On_Site,Health & Human Services Comm,Texas,43376,62004,101556,81780,Not specified,SQL,,,,,,,,,,,,,,,,,,,,,
43024,job_1d9db9b5a592367b,Data Analyst,Data Analyst,Junior,On_Site,Stanford University,California,46181,84000,126000,105000,Bachelor,C++,Office,Bachelor,,,,,,,,,,,,,,,,,,,
43027,job_c2b9ef7ca2de0721,Data Analyst,Data Analyst,Junior,Remote,KeyBank,Ohio,45013,60000,92000,76000,Bachelor,Excel,PowerPoint,Word,Bachelor,,,,,,,,,,,,,,,,,,
43028,job_2e56f964f8018dcd,Data Analyst,Data Analyst,Junior,On_Site,Florida Farm Bureau Casualty Insurance Compa,Florida,46837,49000,49000,49000,Bachelor,SQL,Bachelor,,,,,,,,,,,,,,,,,,,,
43032,job_e4eeeeabcb32afe7,Data Analyst,Data Analyst,Junior,On_Site,LCS,Iowa,44300,75000,90000,82500,Not specified,Azure,Power BI,SQL,AWS,,,,,,,,,,,,,,,,,,
43033,job_e08bc93a0a639130,Data Analyst,Data Analyst,Junior,Remote,ICF,Georgia,42629,70374,119636,95005,PHD,Tableau,SQL,Python,R,PhD,,,,,,,,,,,,,,,,,
43044,job_4b4e1ab69b297fd4,Data Analyst,Data Analyst,Junior,On_Site,Montgomery County Government,Maryland,43229,54583,70343,62463,Bachelor,Excel,PowerPoint,Office,Bachelor,,,,,,,,,,,,,,,,,,
43060,job_dd59fd12ba73f9ca,Data Analyst,Data Analyst,Junior,On_Site,Reveille Technologies,Pennsylvania,48097,92000,101200,96600,Not specified,Tableau,SQL,Power BI,AWS,Python,Azure,,,,,,,,,,,,,,,,
43063,job_0df88a9d3174dd15,Data Analyst,Data Analyst,Junior,On_Site,Gointellects Inc.,District Of Columbia,65469,92000,92000,92000,Not specified,SQL,,,,,,,,,,,,,,,,,,,,,
43067,job_99e3c353c34d8efa,Data Analyst,Data Analyst,Junior,Remote,Techflairs,District Of Columbia,65469,79120,79120,79120,Bachelor,SQL,Bachelor,,,,,,,,,,,,,,,,,,,,
43069,job_c77cc6f534653d8c,Data Analyst,Data Analyst,Junior,On_Site,PDS Tech,Ohio,45013,55200,73600,64400,Bachelor,SAP,Bachelor,,,,,,,,,,,,,,,,,,,,
43071,job_4f49cc54fbf839a5,Data Analyst,Data Analyst,Junior,On_Site,"Techno Inventors, Inc.",Puerto Rico,#N/A,18400,18400,18400,Not specified,Excel,Word,Office,PowerPoint,Spanish,English,,,,,,,,,,,,,,,,
43075,job_fbb4d268bf69c8ea,Data Analyst,Data Analyst,Junior,Remote,DSMH LLC,Texas,43376,51520,55200,53360,Not specified,Java,VBA,Office,SQL,,,,,,,,,,,,,,,,,,
43076,job_bb24fd1f22866525,Data Warehouse Analyst,Data Analyst,Junior,Hybrid,DSM Infocom,Virginia,43921,92000,101200,96600,Bachelor,Excel,Word,Office,SQL,Bachelor,PowerPoint,SSIS,Oracle,,,,,,,,,,,,,,
43078,job_fb8c1949831fc7ef,Data Analyst,Data Analyst,Junior,On_Site,Congo Brands,Kentucky,42620,55000,70000,62500,Bachelor,Excel,Office,ERP,Bachelor,,,,,,,,,,,,,,,,,,
43079,job_9418f1d3a247ba70,Data Analyst,Data Analyst,Junior,On_Site,Center for Justice Innovation,New York,46909,70260,89280,79770,Master,Excel,Access,Salesforce,Tableau,SQL,Power BI,Bachelor,PowerPoint,Python,Oracle,Master,,,,,,,,,,,
43085,job_4c094ab253c5e62a,Data Analyst,Data Analyst,Junior,On_Site,Financial Partners Credit Union,California,46181,82000,122600,102300,Bachelor,Excel,Tableau,SQL,Bachelor,,,,,,,,,,,,,,,,,,
43087,job_330d61a05ecbc0a0,Mortgage Data Compliance Analyst (on-site),Data Analyst,Junior,On_Site,Deed Street Capital,Pennsylvania,48097,55000,80000,67500,Not specified,Power BI,Office,,,,,,,,,,,,,,,,,,,,
43093,job_570f380ce07ee5e7,Data Analyst,Data Analyst,Junior,On_Site,"Southern Traffic Services, Inc.",Georgia,42629,29440,31280,30360,Not specified,,,,,,,,,,,,,,,,,,,,,,
43094,job_87c9faef7779efc3,Data Analyst,Data Analyst,Junior,Remote,cBEYONData,Virginia,43921,79656,95929,87792.5,Not specified,Excel,Tableau,Office,SQL,Power BI,Qlik,,,,,,,,,,,,,,,,
43110,job_601ab1675a0941cd,Data Analyst,Data Analyst,Junior,On_Site,OpenClassrooms,New York,46909,46000,46000,46000,Master,Excel,SQL,Python,HTML,English,Master,,,,,,,,,,,,,,,,
43112,job_8fbec3d9504edf15,Data Analyst,Data Analyst,Junior,On_Site,Northwell Health,New York,46909,58500,79300,68900,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
43117,job_153b1200672b5a8d,"Analyst, Healthcare Analytics- REMOTE",Data Analyst,Junior,Remote,Molina Healthcare,California,46181,54922,107099,81010.5,Bachelor,Excel,Access,SQL,Bachelor,SSRS,,,,,,,,,,,,,,,,,
43130,job_8e3b3785ac0b5e50,Data Analyst,Data Analyst,Junior,Remote,"Alliance International CHB, Inc.",Florida,46837,55000,55000,55000,Not specified,,,,,,,,,,,,,,,,,,,,,,
43135,job_61663ff53ef43b76,Data Management Analyst,Data Analyst,Junior,On_Site,Carevide,Texas,43376,50000,50000,50000,Bachelor,Excel,Word,Office,SQL,Bachelor,PowerPoint,VBA,,,,,,,,,,,,,,,
43138,job_391e5fcb695d6000,Data Analyst,Data Analyst,Junior,On_Site,"Hahn Automotive Warehouse, Inc.",New York,46909,58500,58500,58500,Not specified,Excel,Access,Word,Office,PowerPoint,,,,,,,,,,,,,,,,,
43152,job_bd090539c10a6584,Data Analyst,Data Analyst,Junior,Hybrid,Moda Health,Oregon,42179,71448,81996,76722,Bachelor,Excel,Access,Tableau,SQL,Bachelor,,,,,,,,,,,,,,,,,
43154,job_8366e09d3ccc5b7b,Data Analyst,Data Analyst,Junior,Remote,Gainwell Technologies LLC,Kentucky,42620,64900,92700,78800,Not specified,SQL,,,,,,,,,,,,,,,,,,,,,
43164,job_1db213a0bf5b3197,Data Analyst,Data Analyst,Junior,On_Site,"Health, Department of",New York,46909,79325,100342,89833.5,Not specified,Excel,Access,Tableau,Office,Power Automate,SQL,Python,R,,,,,,,,,,,,,,
43168,job_b10269cd44347a52,Data Analyst,Data Analyst,Junior,On_Site,Molina Healthcare,California,46181,49929,97362,73645.5,Bachelor,SQL,Power BI,Bachelor,Python,Azure,,,,,,,,,,,,,,,,,
43169,job_0cbe4cbe2cf49d76,Data Management Analyst,Data Analyst,Junior,On_Site,National Grid,New York,46909,71000,83000,77000,Not specified,Jira,Agile,,,,,,,,,,,,,,,,,,,,
43171,job_ed5433169fcf3059,Data Analyst,Data Analyst,Junior,On_Site,The Jackson Laboratory,Maine,47676,55429,92802,74115.5,Master,Master,Bachelor,,,,,,,,,,,,,,,,,,,,
43175,job_60372f524b221063,Data Analyst,Data Analyst,Junior,On_Site,HNTB Corporation,California,46181,47564,81070.4,64317.2,Bachelor,Excel,Tableau,Python,Bachelor,,,,,,,,,,,,,,,,,,
43185,job_f88ed852bdd51960,Data Science Analyst I - Genetics (Pandey Lab),Data Scientist,Junior,On_Site,Mount Sinai,New York,46909,72473,108709,90591,PHD,Master,PhD,Bachelor,,,,,,,,,,,,,,,,,,,
43190,job_1afcfe14a359f75c,Data Analyst,Data Analyst,Junior,Hybrid,Georgia Tech,Georgia,42629,61618,83799,72708.5,Bachelor,Excel,Tableau,SQL,Power BI,Bachelor,Cognos,Oracle,,,,,,,,,,,,,,,
43191,job_cc9e2c8e3cd225bc,ITD Data Research Analyst,Data Analyst,Junior,On_Site,University of Maryland,Maryland,43229,70000,70000,70000,Bachelor,Excel,Access,Office,SQL,Bachelor,.NET,VBA,SAP,C#,SSRS,HTML,,,,,,,,,,,
43192,job_c8ab6f1c951bea00,Data Analyst,Data Analyst,Junior,On_Site,Panasonic Corporation of North America,New Jersey,47607,71000,97000,84000,Bachelor,Excel,Office,Bachelor,PowerPoint,Python,Oracle,,,,,,,,,,,,,,,,
43193,job_17422432bc2d8574,Data Analyst,Data Analyst,Junior,Remote,Dallas County Community College District,Texas,43376,53000,53000,53000,Not specified,,,,,,,,,,,,,,,,,,,,,,
43200,job_b7b2877e7b54b027,Data Analyst,Data Analyst,Junior,Remote,CDC Foundation,South Dakota,47986,75000,75000,75000,Master,Master,,,,,,,,,,,,,,,,,,,,,
43211,job_76dbb51f5f7215f9,Data Analyst,Data Analyst,Junior,Remote,"Sony Pictures Entertainment, Inc.",California,46181,36800,36800,36800,Bachelor,Excel,Tableau,Office,SQL,Bachelor,Python,,,,,,,,,,,,,,,,
43219,job_6941f940fa1a69f7,Data Analyst,Data Analyst,Junior,On_Site,Dallas County Community College District,Texas,43376,65000,65000,65000,Not specified,,,,,,,,,,,,,,,,,,,,,,
43220,job_b84964ca8eb35b73,Geospatial Data Processing Analyst,Data Analyst,Junior,On_Site,"Ocean Surveys, Inc.",Connecticut,48924,50000,62000,56000,Bachelor,Python,VBA,C++,Bachelor,,,,,,,,,,,,,,,,,,
43237,job_213f40eee0efeebf,DATA SPECIALIST,Data Analyst,Junior,Remote,Rape Recovery Center,Utah,43957,45900,47900,46900,Master,Master,Bachelor,,,,,,,,,,,,,,,,,,,,
43239,job_8f3355291c9db8bf,Data Analyst,Data Analyst,Junior,On_Site,Virginia Beach City Public Schools,Virginia,43921,36524,53231.2,44877.6,Not specified,Excel,Office,,,,,,,,,,,,,,,,,,,,
43249,job_eaa16c423e066517,HUMAN RESOURCES DEPARTMENT - DATA/FUNCTIONAL ANALYST,Data Analyst,Junior,Hybrid,"County of El Paso, TX",Texas,43376,48037,48037,48037,Bachelor,English,SSIS,Bachelor,,,,,,,,,,,,,,,,,,,
43265,job_c6ba04402081faf4,"Analyst, Data Solutions",Data Analyst,Junior,On_Site,Saatchi & Saatchi (We Are Saatchi),Texas,43376,52500,83500,68000,Not specified,Python,R,SQL,,,,,,,,,,,,,,,,,,,
43268,job_e97fb41f9cf4daa5,CRIME INTELLIGENCE ANALYST,Data Analyst,Junior,On_Site,The State of Florida,Florida,46837,36468,49043,42755.5,Bachelor,Office,Bachelor,Spanish,English,ERP,,,,,,,,,,,,,,,,,
43272,job_9efa91f684c719db,Data Analyst,Data Analyst,Junior,On_Site,Cash Depot,Wisconsin,46009,36800,42320,39560,Not specified,Office,,,,,,,,,,,,,,,,,,,,,
43279,job_c567055e6d4bbf7b,Data Analyst,Data Analyst,Junior,On_Site,"TyK Enterprises, LLC",Florida,46837,61600,74185,67892.5,Not specified,Excel,Tableau,SQL,,,,,,,,,,,,,,,,,,,
43280,job_6ecd91b7b4e5119c,Data Storage Analyst / Storage Analyst,Data Analyst,Junior,On_Site,Convisorit,New Jersey,47607,100000,102000,101000,Not specified,Python,SAP,SQL,,,,,,,,,,,,,,,,,,,
43289,job_a99af8f6969a72d4,Data Analyst,Data Analyst,Junior,On_Site,"Office of Inspector General, City of Chicago",Illinois,46247,84000,84000,84000,Bachelor,Tableau,Office,SQL,Bachelor,Python,R,Oracle,HTML,,,,,,,,,,,,,,
43295,job_d139fe1e68dac21c,Data Analyst,Data Analyst,Junior,On_Site,7 Câ€™s Maintenance Company,New Jersey,47607,50000,50000,50000,Not specified,Excel,Office,SQL,,,,,,,,,,,,,,,,,,,
43296,job_14e306342789e3de,Data Analyst,Data Analyst,Junior,Remote,Charles River Laboratories,Illinois,46247,51520,51520,51520,Not specified,,,,,,,,,,,,,,,,,,,,,,
43297,job_37625a5a6a293745,Data Analyst,Data Analyst,Junior,On_Site,El Cortez Hotel and Casino,Nevada,45529,50000,60000,55000,Bachelor,Excel,Tableau,SQL,Bachelor,Python,English,,,,,,,,,,,,,,,,
43301,job_fb8846891a47061a,Data Analyst,Data Analyst,Junior,On_Site,Grenzebach Glier and Associates,Illinois,46247,60000,75000,67500,Bachelor,Excel,Tableau,Office,Bachelor,R,English,,,,,,,,,,,,,,,,
43302,job_2a3911a86a557315,Data Analyst,Data Analyst,Junior,Hybrid,The Fund for Public Health in New York City,New York,46909,95000,100000,97500,PHD,Tableau,SQL,Power BI,Python,R,PhD,,,,,,,,,,,,,,,,
43345,job_914c0f2a54872ee4,Data Analyst,Data Analyst,Junior,On_Site,Ryder System,West Virginia,42931,60000,80000,70000,MBA,Tableau,MBA,SQL,Power BI,Bachelor,.NET,HTML,SSIS,Azure,Master,,,,,,,,,,,,
43358,job_97c888c352509ec1,Data Analyst,Data Analyst,Junior,On_Site,Health & Human Services Comm,Texas,43376,54612,88704,71658,Not specified,Oracle,Agile,SQL,,,,,,,,,,,,,,,,,,,
43360,job_3887a5e7f18d1460,Data Analyst,Data Analyst,Junior,Hybrid,Ritchie Bros.,California,46181,70400,70400,70400,Bachelor,Excel,SQL,Bachelor,Python,R,VBA,,,,,,,,,,,,,,,,
43362,job_66dd496042bba1be,Data Analyst,Data Analyst,Junior,Remote,Johns Hopkins University,Maryland,43229,47500,83300,65400,Bachelor,German,Office,Bachelor,,,,,,,,,,,,,,,,,,,
43366,job_386ea7453edd3d49,Data Analyst,Data Analyst,Junior,Remote,UC San Diego Health,California,46181,47232.8,72790.4,60011.6,Master,Matlab,Bachelor,R,HTML,Master,,,,,,,,,,,,,,,,,
43372,job_93426860e9cfdc3d,Data Analyst,Data Analyst,Junior,On_Site,NYC Careers,New York,46909,75504,86830,81167,Not specified,Tableau,PHP,HTML,,,,,,,,,,,,,,,,,,,
43374,job_668750a0dfd59c3a,Data Analyst,Data Analyst,Junior,Remote,KesarWeb,California,46181,79000,96000,87500,Bachelor,Excel,JavaScript,SQL,Bachelor,,,,,,,,,,,,,,,,,,
43376,job_78d54e7c69ca78a7,Data Analyst,Data Analyst,Junior,Hybrid,CT Solutions,Texas,43376,55200,64400,59800,Not specified,Excel,English,,,,,,,,,,,,,,,,,,,,
43384,job_c2e5dde3d0ccb1be,Data Analyst,Data Analyst,Junior,On_Site,Maximus,Colorado,50016,85000,85000,85000,Not specified,Tableau,SQL,Power BI,Python,R,,,,,,,,,,,,,,,,,
43388,job_1c2a32d762333637,Data Analyst,Data Analyst,Junior,Remote,BJC HealthCare,Missouri,45976,57304,93288,75296,Bachelor,Power BI,SQL,Bachelor,,,,,,,,,,,,,,,,,,,
43390,job_6e6fd52801950806,"Analyst I - Data Science, Anderson Center",Data Scientist,Junior,On_Site,Cincinnati Children's Hospital,Ohio,45013,50784,64915.2,57849.6,Bachelor,Artificial Intelligence,Machine Learning,Bachelor,Python,R,,,,,,,,,,,,,,,,,
43394,job_9955af3a812674eb,Trip Development Data Quality Analyst,Data Analyst,Junior,Remote,Backroads,California,46181,65000,80000,72500,Not specified,Excel,Jira,SQL,,,,,,,,,,,,,,,,,,,
43395,job_1d546755fa8fdf73,Statistical Programmer Analyst,Statistician/Mathemathics,Junior,Hybrid,Johns Hopkins University,Maryland,43229,52230,91550,71890,Bachelor,Office,Bachelor,R,German,SAP,,,,,,,,,,,,,,,,,
43408,job_578f5b2564d1bb9c,Community Insight Analyst,Data Analyst,Junior,On_Site,CINQCARE,New York,46909,65000,80000,72500,Bachelor,Excel,Artificial Intelligence,Bachelor,,,,,,,,,,,,,,,,,,,
43410,job_c4f4e831dce0e7d8,Data Analyst,Data Analyst,Junior,On_Site,WESTCARE CALIFORNIA INC,California,46181,41400,41400,41400,Not specified,SAP,,,,,,,,,,,,,,,,,,,,,
43416,job_c2a9398ea3c30a68,Data Management analyst,Data Analyst,Junior,On_Site,Ascendion,Washington,44377,79000,91000,85000,Master,Master,,,,,,,,,,,,,,,,,,,,,
43423,job_3587af40e6c6b2d1,Data Analyst,Data Analyst,Junior,Hybrid,City of Philadelphia,Pennsylvania,48097,55000,65000,60000,Bachelor,Excel,Access,Office,SQL,Bachelor,PowerPoint,R,,,,,,,,,,,,,,,
43438,job_80e087eed09f411f,Data AnalystCoordinator,Data Analyst,Junior,On_Site,City of Durham,North Carolina,43757,54017,83147,68582,Bachelor,Excel,Word,SQL,Power BI,Bachelor,PowerPoint,,,,,,,,,,,,,,,,
43453,job_c5dcb87b40279cad,Data Analyst,Data Analyst,Junior,Hybrid,CorVel Corporation,California,46181,49359,129456,89407.5,Not specified,Excel,Power BI,Tableau,SQL,,,,,,,,,,,,,,,,,,
43454,job_3b94c6164d90b48c,Data Analyst,Data Analyst,Junior,On_Site,Cru,Florida,46837,47500,47500,47500,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
